IDTransacao,Data,IDCliente,Genero,Idade,CategoriaProduto,Quantidade,PrecoPorUnidade,ValorTotal,Mes,EhFimDeSemana,FaixaEtaria
4454,2023-11-16,CLIENTE1494,Masculino,34,Beleza,5,85.01,415.66,11,0,Adulto
4455,2023-06-18,CLIENTE0551,Masculino,69,Eletrônicos,1,75.5,83.21,6,1,Senior
4456,2023-04-10,CLIENTE0945,Feminino,61,Beleza,1,121.11,127.58,4,0,Senior
4457,2023-01-31,CLIENTE0186,Feminino,66,Eletrônicos,4,329.86,1311.06,1,0,Senior
4458,2023-06-23,CLIENTE0930,Masculino,34,Vestuário,2,165.24,322.82,6,0,Adulto
4459,2023-09-19,CLIENTE0576,Masculino,18,Eletrônicos,1,300.91,299.07,9,0,Jovem
4460,2023-05-10,CLIENTE1748,Masculino,55,Beleza,4,27.46,106.19,5,0,MeiaIdade
4461,2023-09-12,CLIENTE1558,Feminino,61,Beleza,1,65.58,73.1,9,0,Senior
4462,2023-12-30,CLIENTE0309,Feminino,32,Vestuário,1,331.51,339,12,1,Adulto
4463,2023-04-24,CLIENTE0899,Feminino,21,Vestuário,2,262.6,523.82,4,0,Jovem
4464,2023-02-08,CLIENTE1564,Masculino,29,Beleza,1,98.79,98.56,2,0,Adulto
4465,2023-03-28,CLIENTE0330,Feminino,34,Eletrônicos,2,259.1,511.98,3,0,Adulto
4466,2023-05-05,CLIENTE1568,Feminino,52,Eletrônicos,1,336.6,337.32,5,0,MeiaIdade
4467,2023-04-14,CLIENTE0969,Feminino,65,Vestuário,5,349.06,1739.4,4,0,Senior
4468,2023-10-24,CLIENTE0013,Masculino,53,Beleza,3,63.77,186.46,10,0,MeiaIdade
4469,2023-03-28,CLIENTE0342,Masculino,66,Vestuário,1,209.91,216.37,3,0,Senior
4470,2023-11-05,CLIENTE0378,Masculino,52,Vestuário,2,508.16,1023.31,11,1,MeiaIdade
4471,2023-09-18,CLIENTE0551,Feminino,43,Vestuário,1,322.78,326.39,9,0,Adulto
4472,2023-08-31,CLIENTE0232,Feminino,69,Vestuário,1,392.39,385.09,8,0,Senior
4473,2023-07-16,CLIENTE1522,Feminino,54,Eletrônicos,3,259.99,785.56,7,1,MeiaIdade
4474,2023-12-22,CLIENTE1552,Feminino,45,Eletrônicos,3,101.63,311.67,12,0,Adulto
4475,2023-09-25,CLIENTE0916,Feminino,18,Vestuário,2,356.87,714.75,9,0,Jovem
4476,2023-10-04,CLIENTE1703,Masculino,48,Eletrônicos,2,79.3,150.81,10,0,MeiaIdade
4477,2023-07-07,CLIENTE1995,Masculino,46,Vestuário,2,446.04,891.27,7,0,MeiaIdade
4478,2023-07-05,CLIENTE1778,Feminino,43,Vestuário,3,321.55,958.68,7,0,Adulto
4479,2023-10-31,CLIENTE0947,Feminino,45,Eletrônicos,2,128.28,253.83,10,0,Adulto
4480,2023-12-30,CLIENTE0859,Masculino,66,Beleza,1,98.58,105.06,12,1,Senior
4481,2023-11-04,CLIENTE0059,Masculino,44,Vestuário,4,579.39,2316,11,1,Adulto
4482,2023-11-18,CLIENTE1022,Masculino,57,Vestuário,3,535.99,1600.57,11,1,MeiaIdade
4483,2023-07-03,CLIENTE0187,Masculino,41,Eletrônicos,2,329.68,661.53,7,0,Adulto
4484,2023-06-08,CLIENTE1868,Masculino,51,Beleza,1,145.65,149.21,6,0,MeiaIdade
4485,2023-03-06,CLIENTE0871,Feminino,55,Eletrônicos,2,219.42,444.17,3,0,MeiaIdade
4486,2023-03-09,CLIENTE1797,Masculino,42,Vestuário,2,403.47,802.87,3,0,Adulto
4487,2023-12-14,CLIENTE1331,Feminino,29,Eletrônicos,1,324.6,321.23,12,0,Adulto
4488,2023-06-03,CLIENTE0797,Masculino,28,Eletrônicos,2,231.15,456.6,6,1,Adulto
4489,2023-03-12,CLIENTE1852,Feminino,32,Eletrônicos,1,122.68,125.39,3,1,Adulto
4490,2023-03-03,CLIENTE0048,Masculino,18,Beleza,1,38.17,38.51,3,0,Jovem
4491,2023-12-09,CLIENTE1202,Masculino,38,Vestuário,2,337.28,674.15,12,1,Adulto
4492,2023-12-16,CLIENTE1660,Masculino,44,Vestuário,3,299.95,907.28,12,1,Adulto
4493,2023-09-06,CLIENTE1462,Feminino,62,Vestuário,1,346.17,343.18,9,0,Senior
4494,2023-12-08,CLIENTE1149,Masculino,36,Beleza,1,105.37,98.18,12,0,Adulto
4495,2023-08-30,CLIENTE0617,Masculino,58,Vestuário,3,411.83,1231.61,8,0,MeiaIdade
4496,2023-09-11,CLIENTE0924,Masculino,39,Eletrônicos,1,157.36,152.16,9,0,Adulto
4497,2023-08-10,CLIENTE1820,Feminino,33,Vestuário,2,182.33,361.75,8,0,Adulto
4498,2023-10-08,CLIENTE0333,Masculino,51,Beleza,4,57.36,219.96,10,1,MeiaIdade
4499,2023-08-30,CLIENTE0299,Masculino,39,Vestuário,2,231.79,460.45,8,0,Adulto
4500,2023-01-14,CLIENTE1327,Feminino,18,Eletrônicos,2,44.58,92.09,1,1,Jovem
4501,2023-01-31,CLIENTE1025,Feminino,63,Vestuário,1,456.43,455.73,1,0,Senior
4502,2023-03-27,CLIENTE0808,Feminino,40,Vestuário,3,506.68,1529.66,3,0,Adulto
4503,2023-08-06,CLIENTE0452,Masculino,62,Vestuário,4,326.28,1312.87,8,1,Senior
4504,2023-10-13,CLIENTE0584,Feminino,42,Vestuário,2,101.65,211.58,10,0,Adulto
4505,2023-01-28,CLIENTE1959,Masculino,48,Vestuário,5,572.13,2869.45,1,1,MeiaIdade
4506,2023-05-01,CLIENTE1108,Feminino,21,Vestuário,1,149.84,153.03,5,0,Jovem
4507,2023-05-04,CLIENTE1167,Feminino,21,Vestuário,2,161.22,325.9,5,0,Jovem
4508,2023-09-19,CLIENTE0974,Feminino,50,Eletrônicos,1,112.23,111.49,9,0,MeiaIdade
4509,2023-12-10,CLIENTE1468,Feminino,26,Vestuário,1,365.54,374.65,12,1,Adulto
4510,2023-02-07,CLIENTE0716,Feminino,47,Eletrônicos,1,203.87,204.07,2,0,MeiaIdade
4511,2023-11-08,CLIENTE1643,Masculino,49,Vestuário,1,356.49,349.4,11,0,MeiaIdade
4512,2023-04-28,CLIENTE0530,Feminino,47,Vestuário,1,497.76,500.88,4,0,MeiaIdade
4513,2023-11-29,CLIENTE0051,Feminino,27,Vestuário,1,196.2,193.17,11,0,Adulto
4514,2023-04-29,CLIENTE1429,Masculino,43,Beleza,3,27.7,87.97,4,1,Adulto
4515,2023-10-26,CLIENTE0437,Feminino,32,Eletrônicos,2,263.63,519.91,10,0,Adulto
4516,2023-07-31,CLIENTE0908,Feminino,62,Beleza,1,53.26,48.51,7,0,Senior
4517,2023-05-25,CLIENTE0896,Feminino,26,Vestuário,3,299.51,902.47,5,0,Adulto
4518,2023-12-02,CLIENTE1372,Feminino,29,Vestuário,2,410.6,813.46,12,1,Adulto
4519,2023-06-03,CLIENTE0735,Masculino,54,Eletrônicos,1,307.09,305.36,6,1,MeiaIdade
4520,2023-03-30,CLIENTE0868,Masculino,33,Beleza,3,22.25,64.12,3,0,Adulto
4521,2023-10-31,CLIENTE0241,Feminino,43,Beleza,3,83.97,243.39,10,0,Adulto
4522,2023-06-11,CLIENTE1712,Feminino,32,Eletrônicos,1,46.21,39.96,6,1,Adulto
4523,2023-01-15,CLIENTE1681,Masculino,38,Eletrônicos,2,224.12,452.05,1,1,Adulto
4524,2023-03-22,CLIENTE1317,Masculino,20,Vestuário,5,237.06,1187.96,3,0,Jovem
4525,2023-12-14,CLIENTE0552,Masculino,36,Beleza,3,88.39,265.3,12,0,Adulto
4526,2023-03-26,CLIENTE0034,Masculino,20,Vestuário,2,563.49,1129.48,3,1,Jovem
4527,2023-10-01,CLIENTE0909,Feminino,56,Beleza,3,147.01,448.01,10,1,MeiaIdade
4528,2023-02-16,CLIENTE0966,Feminino,44,Beleza,5,113.48,576.72,2,0,Adulto
4529,2023-05-09,CLIENTE0256,Feminino,35,Vestuário,2,120.27,234.69,5,0,Adulto
4530,2023-08-02,CLIENTE0242,Feminino,28,Vestuário,1,544.59,538.54,8,0,Adulto
4531,2023-02-13,CLIENTE1706,Masculino,34,Beleza,2,27.95,50.91,2,0,Adulto
4532,2023-07-24,CLIENTE1380,Feminino,50,Vestuário,1,334.87,330.49,7,0,MeiaIdade
4533,2023-05-27,CLIENTE1175,Masculino,29,Vestuário,1,248.57,241.82,5,1,Adulto
4534,2023-02-10,CLIENTE0343,Feminino,37,Vestuário,5,225.6,1136.24,2,0,Adulto
4535,2023-06-26,CLIENTE0310,Feminino,64,Beleza,1,52.1,45.13,6,0,Senior
4536,2023-03-05,CLIENTE1845,Feminino,24,Vestuário,4,538.54,2155.52,3,1,Jovem
4537,2023-01-11,CLIENTE0048,Feminino,66,Vestuário,1,495.22,488.66,1,0,Senior
4538,2023-01-24,CLIENTE1709,Feminino,49,Vestuário,4,62.65,245.7,1,0,MeiaIdade
4539,2023-03-29,CLIENTE1005,Feminino,41,Vestuário,1,85.72,87.96,3,0,Adulto
4540,2023-03-08,CLIENTE1740,Masculino,45,Vestuário,5,538.82,2691.25,3,0,Adulto
4541,2023-09-03,CLIENTE0719,Masculino,29,Vestuário,1,164.16,171.02,9,1,Adulto
4542,2023-11-17,CLIENTE0028,Feminino,56,Eletrônicos,3,106.05,308.97,11,0,MeiaIdade
4543,2023-07-20,CLIENTE0731,Masculino,50,Beleza,3,111.9,345.55,7,0,MeiaIdade
4544,2023-01-26,CLIENTE0672,Feminino,58,Beleza,2,31.38,64.23,1,0,MeiaIdade
4545,2023-10-27,CLIENTE1687,Masculino,59,Vestuário,1,513.82,514.35,10,0,MeiaIdade
4546,2023-08-16,CLIENTE1760,Feminino,29,Vestuário,2,241.39,476.25,8,0,Adulto
4547,2023-07-25,CLIENTE1615,Masculino,53,Beleza,3,146.6,445.73,7,0,MeiaIdade
4548,2023-05-13,CLIENTE0912,Masculino,19,Eletrônicos,1,321,320.66,5,1,Jovem
4549,2023-05-24,CLIENTE0410,Masculino,53,Vestuário,4,244.77,984.87,5,0,MeiaIdade
4550,2023-07-23,CLIENTE1303,Masculino,46,Eletrônicos,1,91.43,100.65,7,1,MeiaIdade
4551,2023-07-14,CLIENTE0544,Masculino,18,Beleza,1,137.22,137.45,7,0,Jovem
4552,2023-04-27,CLIENTE1786,Feminino,52,Beleza,2,37.68,74.26,4,0,MeiaIdade
4553,2023-07-16,CLIENTE0265,Feminino,61,Vestuário,3,222.2,657.92,7,1,Senior
4554,2023-11-10,CLIENTE1586,Feminino,44,Beleza,1,91.68,83.48,11,0,Adulto
4555,2023-10-09,CLIENTE1591,Feminino,18,Vestuário,1,256.27,258.24,10,0,Jovem
4556,2023-07-29,CLIENTE0018,Masculino,40,Vestuário,3,311.58,941.73,7,1,Adulto
4557,2023-03-13,CLIENTE1442,Masculino,64,Vestuário,4,295.53,1190.61,3,0,Senior
4558,2023-03-17,CLIENTE1771,Feminino,43,Vestuário,1,340.16,332.69,3,0,Adulto
4559,2023-08-26,CLIENTE1405,Masculino,51,Vestuário,3,96.9,294.34,8,1,MeiaIdade
4560,2023-07-08,CLIENTE0296,Masculino,51,Eletrônicos,5,304.89,1533.06,7,1,MeiaIdade
4561,2023-04-23,CLIENTE0208,Feminino,41,Vestuário,2,419.15,835.93,4,1,Adulto
4562,2023-11-10,CLIENTE1181,Masculino,70,Beleza,2,128.04,254.31,11,0,Senior
4563,2023-01-27,CLIENTE1566,Masculino,18,Beleza,2,84.41,168.17,1,0,Jovem
4564,2023-06-10,CLIENTE0929,Masculino,56,Beleza,1,138.46,135.17,6,1,MeiaIdade
4565,2023-07-21,CLIENTE1797,Feminino,66,Vestuário,2,324.02,655.41,7,0,Senior
4566,2023-06-19,CLIENTE1101,Masculino,26,Vestuário,5,434.1,2176.61,6,0,Adulto
4567,2023-11-26,CLIENTE1918,Feminino,44,Beleza,1,108.92,105.91,11,1,Adulto
4568,2023-10-31,CLIENTE1360,Masculino,68,Beleza,3,144.42,435.81,10,0,Senior
4569,2023-12-20,CLIENTE1054,Masculino,20,Vestuário,3,352.97,1066.89,12,0,Jovem
4570,2023-08-30,CLIENTE0639,Feminino,44,Vestuário,2,411.26,816.14,8,0,Adulto
4571,2023-03-03,CLIENTE0494,Masculino,69,Beleza,2,22.33,34.87,3,0,Senior
4572,2023-03-29,CLIENTE1219,Feminino,63,Vestuário,1,342.43,349.39,3,0,Senior
4573,2023-06-18,CLIENTE1257,Feminino,64,Vestuário,2,374.25,747.18,6,1,Senior
4574,2023-07-02,CLIENTE1407,Masculino,43,Vestuário,3,421.01,1261.81,7,1,Adulto
4575,2023-08-04,CLIENTE1339,Masculino,41,Eletrônicos,4,332.04,1328.23,8,0,Adulto
4576,2023-10-19,CLIENTE0528,Feminino,20,Vestuário,3,336.11,1010.53,10,0,Jovem
4577,2023-07-19,CLIENTE1468,Feminino,42,Beleza,1,104.58,107.09,7,0,Adulto
4578,2023-05-02,CLIENTE0705,Feminino,50,Beleza,4,125.98,505.61,5,0,MeiaIdade
4579,2023-02-12,CLIENTE1174,Masculino,25,Beleza,2,29.78,63.96,2,1,Jovem
4580,2023-12-04,CLIENTE0676,Feminino,18,Beleza,2,87.66,175.23,12,0,Jovem
4581,2023-11-10,CLIENTE1130,Masculino,40,Beleza,2,90.29,172.64,11,0,Adulto
4582,2023-01-18,CLIENTE0067,Feminino,27,Beleza,2,50.61,106.79,1,0,Adulto
4583,2023-04-05,CLIENTE0471,Masculino,31,Vestuário,4,179.75,726.7,4,0,Adulto
4584,2023-06-15,CLIENTE1488,Masculino,37,Eletrônicos,2,73.01,145.65,6,0,Adulto
4585,2023-02-10,CLIENTE1287,Masculino,24,Beleza,1,115.18,123.27,2,0,Jovem
4586,2023-11-22,CLIENTE1588,Masculino,55,Eletrônicos,1,129.1,130.94,11,0,MeiaIdade
4587,2023-08-11,CLIENTE0046,Feminino,47,Vestuário,1,199.03,200.52,8,0,MeiaIdade
4588,2023-06-10,CLIENTE0597,Feminino,58,Vestuário,2,255.15,514.19,6,1,MeiaIdade
4589,2023-04-10,CLIENTE1412,Feminino,28,Eletrônicos,1,220.37,222.96,4,0,Adulto
4590,2023-05-12,CLIENTE0260,Masculino,47,Vestuário,2,251.57,494.35,5,0,MeiaIdade
4591,2023-08-16,CLIENTE1190,Masculino,64,Eletrônicos,4,313.26,1253.29,8,0,Senior
4592,2023-09-27,CLIENTE0248,Feminino,48,Beleza,5,62.81,318.5,9,0,MeiaIdade
4593,2023-06-06,CLIENTE0590,Feminino,59,Beleza,1,48.43,50.84,6,0,MeiaIdade
4594,2023-05-10,CLIENTE0833,Feminino,33,Beleza,2,113.08,222.04,5,0,Adulto
4595,2023-02-28,CLIENTE0543,Feminino,46,Vestuário,3,129.54,397.47,2,0,MeiaIdade
4596,2023-08-08,CLIENTE0687,Feminino,66,Vestuário,2,165.82,337.26,8,0,Senior
4597,2023-04-15,CLIENTE1239,Feminino,23,Vestuário,2,550.58,1100.04,4,1,Jovem
4598,2023-04-25,CLIENTE1048,Masculino,55,Beleza,1,113.9,109.45,4,0,MeiaIdade
4599,2023-02-22,CLIENTE0896,Masculino,28,Beleza,1,131.96,126.18,2,0,Adulto
4600,2023-04-18,CLIENTE1688,Masculino,63,Vestuário,1,254.66,250.8,4,0,Senior
4601,2023-06-29,CLIENTE0141,Masculino,18,Beleza,1,114.41,124,6,0,Jovem
4602,2023-05-30,CLIENTE1487,Masculino,19,Eletrônicos,1,133.9,141.26,5,0,Jovem
4603,2023-03-07,CLIENTE0141,Masculino,63,Vestuário,5,544.03,2724.44,3,0,Senior
4604,2023-08-01,CLIENTE1819,Feminino,30,Beleza,1,54.72,57.19,8,0,Adulto
4605,2023-11-05,CLIENTE0541,Feminino,49,Beleza,1,116.86,125.56,11,1,MeiaIdade
4606,2023-05-10,CLIENTE0626,Masculino,60,Vestuário,1,155.51,151.77,5,0,MeiaIdade
4607,2023-03-04,CLIENTE0655,Masculino,35,Beleza,1,39.32,31.44,3,1,Adulto
4608,2023-05-12,CLIENTE0617,Masculino,55,Beleza,2,73.19,140.4,5,0,MeiaIdade
4609,2023-05-21,CLIENTE1961,Feminino,30,Eletrônicos,1,276.49,285.79,5,1,Adulto
4610,2023-10-12,CLIENTE0422,Masculino,64,Eletrônicos,1,69.11,64.58,10,0,Senior
4611,2023-11-03,CLIENTE0708,Masculino,28,Vestuário,2,267.47,543.06,11,0,Adulto
4612,2023-08-10,CLIENTE0281,Feminino,18,Beleza,1,22.89,20.81,8,0,Jovem
4613,2023-04-20,CLIENTE0266,Feminino,58,Beleza,1,45.13,48.87,4,0,MeiaIdade
4614,2023-03-31,CLIENTE0859,Masculino,46,Eletrônicos,3,217.99,659.54,3,0,MeiaIdade
4615,2023-03-18,CLIENTE0998,Masculino,51,Vestuário,1,243.79,237.32,3,1,MeiaIdade
4616,2023-01-02,CLIENTE0490,Masculino,66,Vestuário,2,174.62,345.41,1,0,Senior
4617,2023-02-03,CLIENTE1340,Feminino,52,Beleza,4,72.11,296.49,2,0,MeiaIdade
4618,2023-04-06,CLIENTE0134,Feminino,40,Beleza,1,135.43,142.49,4,0,Adulto
4619,2023-11-03,CLIENTE1893,Masculino,62,Beleza,1,80.56,84.92,11,0,Senior
4620,2023-05-23,CLIENTE1546,Feminino,63,Vestuário,1,72.25,76.17,5,0,Senior
4621,2023-08-09,CLIENTE0099,Masculino,63,Eletrônicos,3,112.93,346.94,8,0,Senior
4622,2023-12-26,CLIENTE1331,Masculino,57,Beleza,2,70.51,137.2,12,0,MeiaIdade
4623,2023-10-12,CLIENTE1174,Feminino,56,Vestuário,1,231.89,238.63,10,0,MeiaIdade
4624,2023-01-27,CLIENTE0844,Masculino,59,Vestuário,1,140.98,137.94,1,0,MeiaIdade
4625,2023-04-26,CLIENTE0018,Feminino,38,Beleza,1,85.53,80.45,4,0,Adulto
4626,2023-06-25,CLIENTE1812,Masculino,30,Eletrônicos,2,168.41,341.68,6,1,Adulto
4627,2023-10-26,CLIENTE0869,Feminino,46,Beleza,2,47.98,96.33,10,0,MeiaIdade
4628,2023-07-29,CLIENTE0194,Masculino,19,Beleza,3,109.32,326.48,7,1,Jovem
4629,2023-12-26,CLIENTE1587,Feminino,26,Beleza,1,75.46,75.9,12,0,Adulto
4630,2023-08-02,CLIENTE0244,Masculino,35,Vestuário,1,523.02,521.85,8,0,Adulto
4631,2023-09-24,CLIENTE0494,Masculino,25,Eletrônicos,4,111.6,442.1,9,1,Jovem
4632,2023-01-29,CLIENTE1200,Masculino,22,Eletrônicos,2,271.63,552.83,1,1,Jovem
4633,2023-07-04,CLIENTE1840,Masculino,69,Beleza,1,81.58,90.44,7,0,Senior
4634,2023-02-13,CLIENTE0804,Masculino,56,Beleza,3,81.12,251.72,2,0,MeiaIdade
4635,2023-03-25,CLIENTE0233,Feminino,26,Eletrônicos,1,289.2,290.81,3,1,Adulto
4636,2023-12-22,CLIENTE0816,Masculino,31,Vestuário,2,459.29,911.02,12,0,Adulto
4637,2023-07-07,CLIENTE0871,Masculino,50,Vestuário,3,256.77,769.61,7,0,MeiaIdade
4638,2023-11-19,CLIENTE0745,Feminino,70,Vestuário,5,578.31,2894.87,11,1,Senior
4639,2023-07-11,CLIENTE1504,Masculino,40,Eletrônicos,2,309.32,616.92,7,0,Adulto
4640,2023-12-16,CLIENTE0041,Feminino,58,Beleza,3,61.66,181.22,12,1,MeiaIdade
4641,2023-02-15,CLIENTE0961,Masculino,67,Eletrônicos,2,272.89,552.12,2,0,Senior
4642,2023-11-27,CLIENTE0477,Masculino,60,Eletrônicos,2,184.46,364.73,11,0,MeiaIdade
4643,2023-07-17,CLIENTE1717,Feminino,60,Vestuário,1,34.54,31.54,7,0,MeiaIdade
4644,2023-07-17,CLIENTE1686,Masculino,52,Vestuário,1,237.11,240.83,7,0,MeiaIdade
4645,2023-12-08,CLIENTE0752,Masculino,23,Vestuário,2,564.44,1121.54,12,0,Jovem
4646,2023-04-21,CLIENTE0040,Feminino,35,Beleza,3,86.82,267.24,4,0,Adulto
4647,2023-05-27,CLIENTE1848,Masculino,37,Vestuário,4,111.37,438.5,5,1,Adulto
4648,2023-11-11,CLIENTE1850,Feminino,26,Beleza,1,138.69,129.57,11,1,Adulto
4649,2023-05-26,CLIENTE1060,Feminino,32,Eletrônicos,1,55.76,56.23,5,0,Adulto
4650,2023-08-22,CLIENTE0057,Feminino,42,Beleza,3,121.34,354.13,8,0,Adulto
4651,2023-06-16,CLIENTE1138,Masculino,70,Eletrônicos,1,45.01,50.77,6,0,Senior
4652,2023-01-19,CLIENTE1766,Feminino,44,Vestuário,2,520.4,1040.34,1,0,Adulto
4653,2023-03-31,CLIENTE0954,Feminino,54,Vestuário,2,475.72,949.85,3,0,MeiaIdade
4654,2023-09-02,CLIENTE0462,Feminino,30,Beleza,2,94.69,186.09,9,1,Adulto
4655,2023-12-13,CLIENTE1304,Masculino,51,Eletrônicos,2,84.71,166.64,12,0,MeiaIdade
4656,2023-04-06,CLIENTE0272,Masculino,61,Eletrônicos,3,61.94,181.56,4,0,Senior
4657,2023-02-13,CLIENTE0905,Masculino,55,Beleza,1,29.13,25.24,2,0,MeiaIdade
4658,2023-02-08,CLIENTE1685,Masculino,47,Vestuário,2,333.35,660.48,2,0,MeiaIdade
4659,2023-04-30,CLIENTE0211,Masculino,34,Beleza,1,149.18,148.55,4,1,Adulto
4660,2023-10-18,CLIENTE1717,Masculino,30,Vestuário,2,541.32,1088.17,10,0,Adulto
4661,2023-01-16,CLIENTE0273,Feminino,31,Vestuário,2,131.01,252.88,1,0,Adulto
4662,2023-01-13,CLIENTE0266,Masculino,40,Beleza,2,57.41,107.5,1,0,Adulto
4663,2023-04-05,CLIENTE0394,Masculino,33,Beleza,3,32.36,91.46,4,0,Adulto
4664,2023-06-08,CLIENTE1984,Masculino,38,Vestuário,1,30.53,27.86,6,0,Adulto
4665,2023-05-09,CLIENTE0763,Masculino,49,Vestuário,3,109.57,332.08,5,0,MeiaIdade
4666,2023-03-12,CLIENTE1332,Feminino,35,Eletrônicos,1,55.04,50.76,3,1,Adulto
4667,2023-09-17,CLIENTE1493,Masculino,51,Eletrônicos,2,238.29,472.69,9,1,MeiaIdade
4668,2023-02-08,CLIENTE0608,Masculino,47,Beleza,1,141.36,147.32,2,0,MeiaIdade
4669,2023-05-21,CLIENTE0812,Feminino,26,Vestuário,2,410.38,824.99,5,1,Adulto
4670,2023-10-13,CLIENTE0056,Feminino,69,Beleza,2,97.95,205.18,10,0,Senior
4671,2023-06-04,CLIENTE0280,Feminino,62,Vestuário,1,393.65,388.73,6,1,Senior
4672,2023-06-26,CLIENTE1376,Feminino,18,Vestuário,4,93.48,373.8,6,0,Jovem
4673,2023-11-30,CLIENTE0445,Masculino,66,Beleza,1,146.27,144.03,11,0,Senior
4674,2023-04-09,CLIENTE0480,Masculino,58,Vestuário,2,425.79,846.14,4,1,MeiaIdade
4675,2023-08-19,CLIENTE0402,Masculino,61,Beleza,1,106.29,98.26,8,1,Senior
4676,2023-05-13,CLIENTE1314,Feminino,42,Vestuário,2,34.27,65.55,5,1,Adulto
4677,2023-04-19,CLIENTE0328,Masculino,46,Vestuário,1,512.08,516.78,4,0,MeiaIdade
4678,2023-01-10,CLIENTE0675,Feminino,31,Vestuário,1,103.37,103.36,1,0,Adulto
4679,2023-04-16,CLIENTE0475,Masculino,70,Vestuário,1,507.09,509.45,4,1,Senior
4680,2023-06-22,CLIENTE1524,Masculino,24,Vestuário,2,481.7,955.55,6,0,Jovem
4681,2023-01-20,CLIENTE0297,Feminino,32,Beleza,2,91.19,176.61,1,0,Adulto
4682,2023-05-05,CLIENTE1388,Feminino,57,Vestuário,2,293.79,588.01,5,0,MeiaIdade
4683,2023-07-24,CLIENTE1808,Feminino,19,Vestuário,2,315.07,631.77,7,0,Jovem
4684,2023-04-20,CLIENTE0979,Masculino,31,Eletrônicos,2,83.81,166.46,4,0,Adulto
4685,2023-02-08,CLIENTE1133,Feminino,30,Vestuário,2,417.13,840.91,2,0,Adulto
4686,2023-01-13,CLIENTE0468,Masculino,37,Beleza,1,133.77,126.46,1,0,Adulto
4687,2023-05-25,CLIENTE1001,Masculino,48,Beleza,2,63.84,120.81,5,0,MeiaIdade
4688,2023-02-18,CLIENTE1346,Masculino,62,Vestuário,2,532.05,1065.13,2,1,Senior
4689,2023-01-25,CLIENTE0333,Feminino,57,Eletrônicos,2,30.9,59.86,1,0,MeiaIdade
4690,2023-07-26,CLIENTE0974,Masculino,22,Eletrônicos,2,338.48,669.03,7,0,Jovem
4691,2023-06-12,CLIENTE1025,Feminino,36,Beleza,2,64.45,128.96,6,0,Adulto
4692,2023-07-27,CLIENTE1227,Masculino,31,Eletrônicos,5,78.97,388.8,7,0,Adulto
4693,2023-08-05,CLIENTE0083,Masculino,61,Vestuário,4,285.87,1146.86,8,1,Senior
4694,2023-04-26,CLIENTE0178,Masculino,27,Beleza,2,33.04,71.96,4,0,Adulto
4695,2023-03-03,CLIENTE1167,Masculino,42,Vestuário,1,503.3,503.11,3,0,Adulto
4696,2023-11-30,CLIENTE0334,Masculino,27,Vestuário,1,477.91,485.45,11,0,Adulto
4697,2023-02-01,CLIENTE0655,Masculino,43,Vestuário,1,342.74,348.11,2,0,Adulto
4698,2023-01-21,CLIENTE1857,Feminino,49,Vestuário,3,180.95,535.74,1,1,MeiaIdade
4699,2023-06-17,CLIENTE0589,Feminino,27,Beleza,2,49.22,90.38,6,1,Adulto
4700,2023-11-04,CLIENTE1908,Masculino,57,Beleza,1,110.48,116.08,11,1,MeiaIdade
4701,2023-04-25,CLIENTE0926,Masculino,21,Vestuário,1,344.89,343.89,4,0,Jovem
4702,2023-12-12,CLIENTE0916,Feminino,21,Eletrônicos,1,262.12,258.02,12,0,Jovem
4703,2023-10-21,CLIENTE0945,Feminino,40,Vestuário,1,168.67,166.43,10,1,Adulto
4704,2023-07-29,CLIENTE0854,Masculino,43,Vestuário,2,421.29,847.18,7,1,Adulto
4705,2023-12-08,CLIENTE1980,Feminino,46,Beleza,2,21.05,44.45,12,0,MeiaIdade
4706,2023-03-19,CLIENTE0942,Feminino,52,Vestuário,1,193.11,193.1,3,1,MeiaIdade
4707,2023-04-06,CLIENTE1227,Masculino,21,Vestuário,1,231.23,224.69,4,0,Jovem
4708,2023-11-27,CLIENTE1354,Feminino,22,Eletrônicos,3,236.27,714.36,11,0,Jovem
4709,2023-02-02,CLIENTE1896,Masculino,41,Beleza,2,102.29,211.49,2,0,Adulto
4710,2023-03-02,CLIENTE0265,Masculino,47,Eletrônicos,3,230.01,696.63,3,0,MeiaIdade
4711,2023-07-04,CLIENTE1313,Feminino,62,Vestuário,2,224.34,453.57,7,0,Senior
4712,2023-10-29,CLIENTE1619,Feminino,54,Eletrônicos,1,149.13,142.24,10,1,MeiaIdade
4713,2023-01-04,CLIENTE1553,Feminino,50,Beleza,1,23.5,16.31,1,0,MeiaIdade
4714,2023-03-07,CLIENTE1391,Feminino,30,Eletrônicos,1,273.14,273.46,3,0,Adulto
4715,2023-10-13,CLIENTE1090,Feminino,36,Eletrônicos,1,239.32,229.72,10,0,Adulto
4716,2023-04-22,CLIENTE0800,Feminino,23,Eletrônicos,1,110.8,106.76,4,1,Jovem
4717,2023-07-07,CLIENTE0151,Masculino,65,Vestuário,4,49.68,197.78,7,0,Senior
4718,2023-10-08,CLIENTE1391,Masculino,31,Vestuário,1,186.72,194.03,10,1,Adulto
4719,2023-09-26,CLIENTE0815,Feminino,64,Beleza,4,121.8,494.86,9,0,Senior
4720,2023-04-30,CLIENTE0268,Feminino,20,Vestuário,2,587.87,1171.46,4,1,Jovem
4721,2023-05-25,CLIENTE1427,Feminino,68,Vestuário,1,177.62,184.5,5,0,Senior
